action_saturation_rate_mean,action_saturation_rate_std,episode_reward_mean,episode_reward_std,episodes,final_tracking_error_m_mean,final_tracking_error_m_std,max_tracking_error_m_mean,max_tracking_error_m_std,mean_action_norm_mean,mean_action_norm_std,mean_tracking_error_m_mean,mean_tracking_error_m_std,rms_tracking_error_m_mean,rms_tracking_error_m_std,step_label,success_rate_mean,success_rate_std
0.0,0.0,-60693.76379275654,8227.629485582136,2,0.1600109100341797,0.030143341064453127,0.44940522766113283,0.07640904235839846,0.5166707498580216,0.01251623831689358,0.2000769183343649,0.027224020993113524,0.21783327085222937,0.028974931745648108,untrained,0.0125,0.0024999999999999996
