action_saturation_rate_mean,action_saturation_rate_std,episode_reward_mean,episode_reward_std,episodes,final_tracking_error_m_mean,final_tracking_error_m_std,max_tracking_error_m_mean,max_tracking_error_m_std,mean_action_norm_mean,mean_action_norm_std,mean_tracking_error_m_mean,mean_tracking_error_m_std,rms_tracking_error_m_mean,rms_tracking_error_m_std,step_label,success_rate_mean,success_rate_std
0.0,0.0,-2621.0797025731104,0.0,3,0.27897369384765625,0.0,0.40103417968749994,5.551115123125783e-17,0.0003562595387726711,5.421010862427522e-20,0.33137223619079587,0.0,0.335301947346716,0.0,step_0,0.0,0.0
0.0,0.0,-2409.957615089625,0.0,5,0.24350622558593754,2.7755575615628914e-17,0.39853564453125,0.0,0.12074831528837482,0.0,0.311743105275472,0.0,0.3167120080087257,0.0,step_6000,0.0,0.0
0.0,0.0,-469.9691418847821,0.0,5,0.09562682342529297,0.0,0.20022418212890622,2.7755575615628914e-17,0.7951999385853609,0.0,0.09189785822804769,0.0,0.09649280342504502,0.0,step_12000,0.0,0.0
0.0,0.0,-345.4793481200436,0.0,5,0.06084282684326172,0.0,0.20025096130371095,0.0,0.9149442828297614,1.1102230246251565e-16,0.07408497307332357,0.0,0.0767637050101126,0.0,step_15000,0.0,0.0
0.0,0.0,-506.9376305761567,0.0,5,0.13031198120117188,0.0,0.20022418212890622,2.7755575615628914e-17,0.7403814274873585,0.0,0.09696677105840047,0.0,0.10238367988475358,1.3877787807814457e-17,step_21000,0.0,0.0
0.023833333333333335,0.0,-479.74526703990307,5.684341886080802e-14,5,0.13031198120117188,0.0,0.20022418212890622,2.7755575615628914e-17,0.7025379992028078,0.0,0.09297477084096274,0.0,0.09910771831733588,0.0,step_27000,0.0,0.0
0.04566666666666667,0.0,-471.44803937990537,0.0,5,0.13031198120117188,0.0,0.20022418212890622,2.7755575615628914e-17,0.7683997562428315,0.0,0.09172308764521282,0.0,0.09822774009223213,0.0,step_30000,0.0,0.0
0.017333333333333333,0.0,-470.26398152844774,0.0,5,0.13031198120117188,0.0,0.20022418212890622,2.7755575615628914e-17,0.6969205211202304,0.0,0.09159020629310609,0.0,0.09789457944642169,0.0,step_36000,0.0003333333333333333,0.0
0.0305,0.0,-460.19869348672347,5.684341886080802e-14,5,0.13031198120117188,0.0,0.2002356414794922,0.0,0.800478034949551,0.0,0.08998641118780772,0.0,0.0971973312513937,0.0,step_42000,0.0006666666666666666,0.0
0.0205,0.0,-452.91010992659005,0.0,5,0.13031198120117188,0.0,0.20022418212890622,2.7755575615628914e-17,0.7658757701168458,0.0,0.08888449409166971,0.0,0.09641522454705974,0.0,step_45000,0.0003333333333333333,0.0
0.0035000000000000005,4.336808689942018e-19,-445.89754428506865,0.0,5,0.13031198120117188,0.0,0.20022418212890622,2.7755575615628914e-17,0.797368413835764,0.0,0.08780211728604634,0.0,0.09576136207598246,0.0,step_51000,0.0,0.0
0.0035000000000000005,4.336808689942018e-19,-445.89754428506865,0.0,5,0.13031198120117188,0.0,0.20022418212890622,2.7755575615628914e-17,0.797368413835764,0.0,0.08780211728604634,0.0,0.09576136207598246,0.0,final,0.0,0.0
