action_saturation_rate_mean,action_saturation_rate_std,episode_reward_mean,episode_reward_std,episodes,final_tracking_error_m_mean,final_tracking_error_m_std,max_tracking_error_m_mean,max_tracking_error_m_std,mean_action_norm_mean,mean_action_norm_std,mean_tracking_error_m_mean,mean_tracking_error_m_std,rms_tracking_error_m_mean,rms_tracking_error_m_std,step_label,success_rate_mean,success_rate_std
0.0,0.0,-937.5588225158916,0.0,3,0.18481980895996095,0.0,0.281219970703125,0.0,0.0007880420037157213,0.0,0.1541848156382243,0.0,0.15995000425237074,0.0,step_0,0.0,0.0
0.0,0.0,-930.7038607026594,0.0,5,0.18200880432128907,0.0,0.2811957092285156,0.0,0.03130331544733296,0.0,0.1533140715001424,0.0,0.15910958972948142,0.0,step_6000,0.0,0.0
0.0,0.0,-313.34340464124284,0.0,5,0.09507143402099609,0.0,0.28068634033203127,0.0,0.31299482998251915,0.0,0.06922576027933756,0.0,0.07226412096320547,0.0,step_12000,0.0,0.0
0.0,0.0,-50.12579224089095,0.0,5,0.006742846965789795,0.0,0.28068634033203127,0.0,0.4463895809600751,0.0,0.027868781688849133,3.469446951953614e-18,0.034068972213647485,0.0,step_15000,0.369,0.0
0.0,0.0,8.870267014338074,0.0,5,0.02008613395690918,0.0,0.28068634033203127,0.0,0.5136100974281629,0.0,0.01821662647263209,0.0,0.024439960074435604,0.0,step_21000,0.741,0.0
0.002,0.0,42.50419686058434,0.0,5,0.012257051467895509,0.0,0.28068634033203127,0.0,0.46837329587340354,0.0,0.01253669863373041,1.734723475976807e-18,0.021114397106680657,0.0,step_27000,0.9733333333333334,0.0
0.001,0.0,57.648996947940226,0.0,5,0.00925076961517334,0.0,0.28068634033203127,0.0,0.4532281759281953,0.0,0.00999799803050359,0.0,0.018935412103179877,0.0,step_30000,0.9893333333333333,0.0
0.0016666666666666666,2.168404344971009e-19,34.39818151832396,0.0,5,0.018051677703857422,0.0,0.28068634033203127,0.0,0.49912167779604594,0.0,0.013926725703080494,1.734723475976807e-18,0.02149123609801055,0.0,step_36000,0.9886666666666667,0.0
0.0045,0.0,75.67675832422334,0.0,5,0.00828695774078369,0.0,0.28068634033203127,0.0,0.4890260671575864,0.0,0.006909911912361779,8.673617379884035e-19,0.017887443562215714,0.0,step_42000,0.9883333333333333,0.0
0.0023333333333333335,0.0,75.9543931843161,0.0,5,0.0033208062648773192,0.0,0.28068634033203127,0.0,0.47529158081610995,0.0,0.006855393484989802,0.0,0.018044295280892044,0.0,step_45000,0.9896666666666667,0.0
0.0025,0.0,85.470547910247,0.0,5,0.002921919822692871,0.0,0.28068634033203127,0.0,0.48485627423723543,5.551115123125783e-17,0.005234430876235168,0.0,0.01722505250278088,0.0,step_51000,0.9890000000000001,1.1102230246251565e-16
0.0025,0.0,85.470547910247,0.0,5,0.002921919822692871,0.0,0.28068634033203127,0.0,0.48485627423723543,5.551115123125783e-17,0.005234430876235168,0.0,0.01722505250278088,0.0,final,0.9890000000000001,1.1102230246251565e-16
