label,mean_tracking_error_m,rms_tracking_error_m,max_tracking_error_m,final_tracking_error_m,success_rate
legacy_direct_torque,0.19302937971115114,0.20690346186082187,0.35351651000976564,0.1600109100341797,0.0175
improved_residual_pd,0.06773100043267012,0.07417342783024405,0.1101180877685547,0.09364691162109375,0.1675
