action_saturation_rate_mean,action_saturation_rate_std,episode_reward_mean,episode_reward_std,episodes,final_tracking_error_m_mean,final_tracking_error_m_std,max_tracking_error_m_mean,max_tracking_error_m_std,mean_action_norm_mean,mean_action_norm_std,mean_tracking_error_m_mean,mean_tracking_error_m_std,rms_tracking_error_m_mean,rms_tracking_error_m_std,step_label,success_rate_mean,success_rate_std
0.0,0.0,-11.549102906902666,10.021122513140407,2,0.01751527690887451,0.004617251396179199,0.021200268745422364,0.001739636421203613,0.0014352879670332186,0.00020691332261776549,0.013738081364408135,0.000708532648012042,0.014698701915563328,0.0006738447538895522,step_0,0.9275,0.07250000000000001
0.0,0.0,-762.5613495611009,450.8186645007755,2,0.12095631885528564,0.10605820751190186,0.14941037368774412,0.07760415267944336,0.11335789928212761,0.0066756114922463874,0.08746465288817883,0.04805748438179493,0.09648777760873047,0.05197174829278333,step_600,0.1325,0.0975
0.0,0.0,-470.9435389921721,276.13954834414517,2,0.0737503776550293,0.04099763107299805,0.0954959144592285,0.037321727752685545,0.4751857841387391,0.13217263605445623,0.058202088392078875,0.02929787773281336,0.06542974631048873,0.03129678035649673,step_1200,0.2475,0.1525
0.0,0.0,-124.43551726796744,92.49673590369835,2,0.04815520000457763,0.029553761482238764,0.052472053527832026,0.025236907958984374,0.33656772691756487,0.005996743999421572,0.023414671059995888,0.00887511545911431,0.027297944659692888,0.011637041186078332,final,0.635,0.21
