action_saturation_rate_mean,action_saturation_rate_std,episode_reward_mean,episode_reward_std,episodes,final_tracking_error_m_mean,final_tracking_error_m_std,max_tracking_error_m_mean,max_tracking_error_m_std,mean_action_norm_mean,mean_action_norm_std,mean_tracking_error_m_mean,mean_tracking_error_m_std,rms_tracking_error_m_mean,rms_tracking_error_m_std,step_label,success_rate_mean,success_rate_std
0.0,0.0,-404.07487243384526,214.86884392073193,2,0.03046526336669922,0.006550384521484376,0.11515994834899901,0.07000838661193848,0.00043125533249622095,6.529451866299496e-05,0.05048240450769663,0.022368218931257722,0.05972232357814933,0.028721114014263388,untrained,0.1975,0.1025
