action_saturation_rate_mean,action_saturation_rate_std,episode_reward_mean,episode_reward_std,episodes,final_tracking_error_m_mean,final_tracking_error_m_std,max_tracking_error_m_mean,max_tracking_error_m_std,mean_action_norm_mean,mean_action_norm_std,mean_tracking_error_m_mean,mean_tracking_error_m_std,rms_tracking_error_m_mean,rms_tracking_error_m_std,step_label,success_rate_mean,success_rate_std
0.0,0.0,-2621.190428304866,0.0,3,0.2788306579589844,0.0,0.40101544189453125,0.0,0.0011699210796505212,0.0,0.33138214888000483,0.0,0.33531172055198294,0.0,step_0,0.0,0.0
0.0,0.0,-2623.3280327202992,0.0,5,0.2786480712890625,0.0,0.40139654541015624,0.0,0.006524730712136564,0.0,0.3315706085408529,0.0,0.335501250316826,0.0,step_6000,0.0,0.0
0.0,0.0,-447.8709738766482,5.684341886080802e-14,5,0.1280979461669922,0.0,0.1992824401855469,0.0,0.5100040131819745,0.0,0.08861784796269734,0.0,0.09373468532166311,0.0,step_12000,0.0,0.0
0.0021666666666666666,0.0,-248.08391955729547,0.0,5,0.009193344116210938,0.0,0.1992824401855469,0.0,0.5428472435176372,0.0,0.05858881085562706,0.0,0.06750486012795885,0.0,step_15000,0.13533333333333333,0.0
0.0055,0.0,-184.00198123226377,0.0,5,0.018619768142700194,0.0,0.1992824401855469,0.0,0.5948056335225701,0.0,0.048527352750082804,0.0,0.05972824423376105,0.0,step_21000,0.24166666666666664,2.7755575615628914e-17
0.007666666666666666,0.0,-192.07021671140186,0.0,5,0.020411544799804688,0.0,0.1992824401855469,0.0,0.5768055048187574,0.0,0.05028600838390986,0.0,0.05704019212960591,0.0,step_27000,0.07966666666666666,0.0
0.008333333333333333,0.0,-168.08860229216222,0.0,5,0.022957820892333985,0.0,0.1992824401855469,0.0,0.6231010523583584,0.0,0.04622920845274131,0.0,0.05607269949435077,6.938893903907228e-18,step_30000,0.21400000000000002,2.7755575615628914e-17
0.020833333333333332,0.0,-142.2563461898241,0.0,5,0.01877216720581055,0.0,0.1992824401855469,0.0,0.5935125886381915,0.0,0.04184148010786374,0.0,0.055128508152960345,6.938893903907228e-18,step_36000,0.4640000000000001,5.551115123125783e-17
0.024333333333333332,0.0,-169.96006657897618,0.0,5,0.026959821701049803,0.0,0.1992824401855469,0.0,0.5910467784131567,0.0,0.046315714653015136,0.0,0.057830385091896884,0.0,step_42000,0.2866666666666667,0.0
0.0013333333333333333,0.0,-143.88471816007927,0.0,5,0.003877200126647949,4.336808689942018e-19,0.1992824401855469,0.0,0.48465666753426195,0.0,0.0421101348965168,0.0,0.05512426622894413,0.0,step_45000,0.3006666666666667,0.0
0.007833333333333333,0.0,-95.83625641266894,0.0,5,0.01001400089263916,0.0,0.1992824401855469,0.0,0.5548334949017347,0.0,0.03430952052549521,0.0,0.050417415760599715,0.0,step_51000,0.553,0.0
0.007833333333333333,0.0,-95.83625641266894,0.0,5,0.01001400089263916,0.0,0.1992824401855469,0.0,0.5548334949017347,0.0,0.03430952052549521,0.0,0.050417415760599715,0.0,final,0.553,0.0
