action_saturation_rate,actor_loss,alpha,alpha_loss,critic1_loss,critic2_loss,episode,episode_reward,episode_steps,final_dq_abs_max,final_q_abs_max,final_tracking_error_m,log_pi_mean,max_tracking_error_m,mean_action_norm,mean_tracking_error_m,q1_mean,q2_mean,q_mean,replay_size,rms_tracking_error_m,success_rate,target_q_mean,total_steps
0.02,-0.2416328489780426,0.19993998110294342,-5.386298179626465,1.0926635265350342,0.8778075575828552,0,151.76095621312342,200,0.7216115195336272,2.2337344965781707,0.007836574077606202,-1.3466951847076416,0.011850111961364746,0.7659611533675342,0.005528832584619522,-0.0653381198644638,0.044836875051259995,-0.027706194669008255,200,0.0060485322185219285,1.0,0.9725973606109619,200
0.0225,-1.8358782529830933,0.1882804036140442,-5.639445781707764,0.10675150156021118,0.1040038987994194,1,121.26338140813982,200,1.1645922075856496,2.5781454965766075,0.007632128238677979,-1.3778777122497559,0.019978124618530272,0.8300573941320181,0.007014706627726555,1.5698859691619873,1.5744082927703857,1.5763731002807617,400,0.008265205529417279,1.0,1.6056350469589233,400
0.0075,-2.1907942295074463,0.17741049826145172,-5.685506820678711,0.2394448220729828,0.22850939631462097,2,-27.674165841329234,200,1.1367618779174546,2.0998856137024315,0.016967010498046876,-1.2883362770080566,0.05737458419799805,0.7717450921609997,0.016592431219816208,1.9682533740997314,1.9688446521759033,1.9621620178222656,600,0.020484074619630102,0.73,1.7959082126617432,600
0.0175,-2.6861062049865723,0.16715529561042786,-5.830461502075195,0.41208723187446594,0.4235784709453583,3,-25.19149845272309,200,0.9416627250974999,2.071779073706928,0.007694664001464843,-1.2599105834960938,0.03281377792358398,0.7699036821350456,0.015103231372237205,2.4443445205688477,2.4608449935913086,2.475442886352539,800,0.017572439954763472,0.655,2.540862560272217,800
0.015,-2.6109132766723633,0.1575188934803009,-6.123171806335449,0.6219617128372192,0.5943841934204102,4,-9.045482998181383,200,0.752421926225377,2.154780703074596,0.021408708572387695,-1.3135654926300049,0.04161685562133789,0.8669956313539297,0.014965145149827004,2.432126760482788,2.4321529865264893,2.403939962387085,1000,0.017959593916583583,0.715,2.5562124252319336,1000
0.015,-3.279384136199951,0.14837628602981567,-6.26196813583374,0.3974519371986389,0.3089480400085449,5,21.091735535849224,200,1.180774455010288,2.416932118855646,0.05015213394165039,-1.282461404800415,0.05843374252319336,0.8256887060403824,0.013717896618545056,3.062659740447998,3.039106607437134,3.089040517807007,1200,0.018668415990745767,0.795,3.1200811862945557,1200
